"Time","EventID","Source","Computer","Message","Details"
"2021-02-04T12:25:06.232Z",3,"Sysmon","SQL01","Network connection detected:","Image: C:\Program Files\Microsoft Edge\msedge.exe; User: WORKGROUP\User2; DestinationIp: 1.1.1.1; DestinationPort: 80; Protocol: tcp"
"2021-11-24T16:48:28.354Z",4624,"Security-Auditing","CLIENT04","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT04$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: svc_backup; New Logon: Authentication Package: NTLM; Network: Source Address: 192.168.1.100"
"2021-07-13T10:13:34.113Z",3,"Sysmon","EXCH01","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; User: WORKGROUP\User1; DestinationIp: 1.1.1.1; DestinationPort: 3389; Protocol: tcp"
"2021-05-06T03:05:18.123Z",11,"Sysmon","APP01","File created:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\ABYAH\jdoe\Documents\file_72.tmp; ProcessId: 7468"
"2021-03-05T19:18:24.231Z",3,"Sysmon","CLIENT04","Network connection detected:","Image: C:\Windows\System32\svchost.exe; User: WORKGROUP\User1; DestinationIp: 8.8.8.8; DestinationPort: 443; Protocol: tcp"
"2021-04-23T21:36:38.453Z",7,"Sysmon","DC01","Image loaded:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; ImageLoaded: C:\Windows\System32\ntdll.dll; ProcessId: 9135"
"2021-03-09T06:27:59.467Z",15,"Sysmon","WEB01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; TargetFilename: C:\Users\ABYAH\svc_backup\Downloads\setup_9.exe:Zone.Identifier"
"2021-04-28T00:16:04.860Z",6006,"System","APP01","The Event log service was stopped.",""
"2021-02-12T19:10:30.336Z",1,"Sysmon","HR-DESK-02","Process Create:","Image: C:\Windows\System32\lsass.exe; CommandLine: ""C:\Windows\System32\lsass.exe"" --flag-9107 --config-5; User: NETWORK SERVICE; ProcessId: 1988"
"2021-07-28T18:01:26.333Z",4624,"Security-Auditing","HR-DESK-02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: HR-DESK-02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: svc_backup; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.1.30"
"2021-05-28T05:52:56.800Z",10,"Sysmon","CLIENT04","Sysmon event 10",""
"2021-01-04T00:39:23.515Z",1,"Sysmon","CLIENT01","Process Create:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; CommandLine: ""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" --flag-9132 --config-8; User: NETWORK SERVICE; ProcessId: 7038"
"2021-08-19T21:49:22.480Z",6005,"System","CLIENT05","The Event log service was started.",""
"2021-02-05T08:29:27.102Z",4672,"Security-Auditing","DEV-01","Special privileges assigned to new logon.","Subject: Account Name: mperez; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-02-02T06:01:51.854Z",1102,"Security-Auditing","DEV-02","Security event 1102 occurred.","Details: Event ID 1102 logged for NETWORK SERVICE"
"2021-05-25T02:31:10.533Z",10,"Sysmon","HR-DESK-01","Sysmon event 10",""
"2021-12-22T11:28:06.251Z",1102,"Security-Auditing","WEB01","Security event 1102 occurred.","Details: Event ID 1102 logged for SYSTEM"
"2021-02-07T16:02:26.563Z",4634,"Security-Auditing","IT-DESK-01","An account was logged off.","Target: Account Name: ogarcia"
"2021-02-02T09:23:33.382Z",4624,"Security-Auditing","CLIENT04","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT04$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: svc_backup; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.103"
"2021-01-01T18:27:11.457Z",6013,"System","EXCH01","The system uptime is 9020306 seconds.",""
"2021-10-09T15:01:13.223Z",11,"Sysmon","HR-DESK-02","File created:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\svc_sql\Documents\file_72.tmp; ProcessId: 1089"
"2021-08-09T13:56:25.547Z",4776,"Security-Auditing","FILE01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: User2; Computer: Computer Name: FILE01"
"2021-04-27T04:44:54.586Z",1,"Sysmon","DEV-02","Process Create:","Image: C:\Windows\System32\spoolsv.exe; CommandLine: ""C:\Windows\System32\spoolsv.exe"" --flag-1310 --config-1; User: LOCAL SERVICE; ProcessId: 1943"
"2021-06-21T18:01:48.169Z",8,"Sysmon","CLIENT03","Sysmon event 8",""
"2021-02-09T01:01:47.770Z",1,"Sysmon","IT-DESK-01","Process Create:","Image: C:\Windows\System32\spoolsv.exe; CommandLine: ""C:\Windows\System32\spoolsv.exe"" --flag-5303 --config-4; User: ABYAH\svc_monitor; ProcessId: 9910"
"2021-06-08T21:45:04.424Z",10,"Sysmon","DC01","Sysmon event 10",""
"2021-01-26T18:19:41.950Z",1,"Sysmon","DEV-02","Process Create:","Image: C:\Windows\System32\spoolsv.exe; CommandLine: ""C:\Windows\System32\spoolsv.exe"" --flag-9141 --config-7; User: WORKGROUP\User2; ProcessId: 9670"
"2021-10-15T21:07:52.524Z",11,"Sysmon","IT-DESK-01","File created:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\abyah\Documents\file_49.tmp; ProcessId: 5794"
"2021-08-10T01:31:30.684Z",6013,"System","EXCH01","The system uptime is 4565660 seconds.",""
"2021-04-24T22:32:42.705Z",4672,"Security-Auditing","FILE01","Special privileges assigned to new logon.","Subject: Account Name: ogarcia; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-02-23T08:10:56.541Z",4634,"Security-Auditing","DC01","An account was logged off.","Target: Account Name: User2"
"2021-01-17T14:52:57.653Z",11,"Sysmon","IT-DESK-01","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\abyah\Documents\file_22.tmp; ProcessId: 2731"
"2021-02-28T17:51:05.340Z",4624,"Security-Auditing","CLIENT02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: bwilson; New Logon: Authentication Package: NTLM; Network: Source Address: 192.168.1.10"
"2021-10-15T04:57:07.185Z",10,"Sysmon","DEV-02","Sysmon event 10",""
"2021-11-17T00:52:52.971Z",1,"Sysmon","CLIENT03","Process Create:","Image: C:\Windows\System32\winlogon.exe; CommandLine: ""C:\Windows\System32\winlogon.exe"" --flag-2156 --config-9; User: WORKGROUP\User1; ProcessId: 7537"
"2021-08-12T16:32:47.338Z",7,"Sysmon","WEB01","Image loaded:","Image: C:\Program Files\Google\Chrome\chrome.exe; ImageLoaded: C:\Windows\System32\ws2_32.dll; ProcessId: 8214"
"2021-01-26T00:16:34.147Z",7,"Sysmon","FILE01","Image loaded:","Image: C:\Windows\System32\svchost.exe; ImageLoaded: C:\Windows\System32\advapi32.dll; ProcessId: 8771"
"2021-10-03T09:38:25.193Z",4634,"Security-Auditing","HR-DESK-01","An account was logged off.","Target: Account Name: bwilson"
"2021-11-27T18:17:50.269Z",11,"Sysmon","DEV-01","File created:","Image: C:\Program Files\Google\Chrome\chrome.exe; TargetFilename: C:\Users\ABYAH\jane.doe\Documents\file_77.tmp; ProcessId: 7938"
"2021-10-22T15:42:40.151Z",1102,"Security-Auditing","HR-DESK-01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-02-26T18:27:07.463Z",6006,"System","CLIENT02","The Event log service was stopped.",""
"2021-03-16T09:43:57.927Z",1100,"Security-Auditing","CLIENT01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\john.smith"
"2021-02-25T14:37:51.979Z",10,"Sysmon","CLIENT05","Sysmon event 10",""
"2021-11-02T19:59:26.818Z",11,"Sysmon","CLIENT03","File created:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; TargetFilename: C:\Users\ABYAH\bwilson\Documents\file_82.tmp; ProcessId: 5637"
"2021-10-14T00:17:28.623Z",8,"Sysmon","CLIENT02","Sysmon event 8",""
"2021-09-11T03:24:09.263Z",4634,"Security-Auditing","APP01","An account was logged off.","Target: Account Name: svc_backup"
"2021-09-18T04:00:32.687Z",7,"Sysmon","CLIENT02","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\ntdll.dll; ProcessId: 5356"
"2021-07-05T08:25:30.254Z",1102,"Security-Auditing","DC02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\jane.doe"
"2021-07-01T19:53:04.191Z",15,"Sysmon","SQL01","FileCreateStreamHash:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\WORKGROUP\User2\Downloads\setup_5.exe:Zone.Identifier"
"2021-11-25T19:40:52.267Z",4634,"Security-Auditing","CLIENT05","An account was logged off.","Target: Account Name: User1"
"2021-04-16T23:26:57.100Z",15,"Sysmon","CLIENT01","FileCreateStreamHash:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; TargetFilename: C:\Users\ABYAH\jdoe\Downloads\setup_6.exe:Zone.Identifier"
"2021-09-17T03:25:21.898Z",4776,"Security-Auditing","CLIENT04","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: NETWORK SERVICE; Computer: Computer Name: CLIENT04"
"2021-08-05T08:07:39.199Z",1,"Sysmon","CLIENT03","Process Create:","Image: C:\Windows\explorer.exe; CommandLine: ""C:\Windows\explorer.exe"" --flag-8027 --config-6; User: ABYAH\klee; ProcessId: 1517"
"2021-07-28T02:30:48.858Z",11,"Sysmon","HR-DESK-02","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; TargetFilename: C:\Users\SYSTEM\Documents\file_62.tmp; ProcessId: 2070"
"2021-11-02T17:34:58.846Z",3,"Sysmon","TEST-01","Network connection detected:","Image: C:\Windows\System32\spoolsv.exe; User: ABYAH\john.smith; DestinationIp: 8.8.8.8; DestinationPort: 3389; Protocol: tcp"
"2021-02-15T08:26:33.968Z",1102,"Security-Auditing","CLIENT02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-07-21T12:16:34.532Z",15,"Sysmon","FILE01","FileCreateStreamHash:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\WORKGROUP\User2\Downloads\setup_9.exe:Zone.Identifier"
"2021-08-10T16:24:36.419Z",3,"Sysmon","TEST-01","Network connection detected:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; User: WORKGROUP\User2; DestinationIp: 8.8.8.8; DestinationPort: 53; Protocol: tcp"
"2021-02-20T04:46:38.795Z",6005,"System","WEB01","The Event log service was started.",""
"2021-12-02T11:07:04.585Z",1100,"Security-Auditing","HR-DESK-01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\rbrown"
"2021-09-26T12:13:26.421Z",4624,"Security-Auditing","TEST-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: TEST-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: mperez; New Logon: Authentication Package: Kerberos; Network: Source Address: 10.10.10.10"
"2021-06-12T19:03:24.597Z",11,"Sysmon","CLIENT02","File created:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\jane.doe\Documents\file_1.tmp; ProcessId: 1805"
"2021-10-09T05:03:18.485Z",6005,"System","DEV-02","The Event log service was started.",""
"2021-07-16T13:03:20.908Z",11,"Sysmon","HR-DESK-02","File created:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\WORKGROUP\User2\Documents\file_56.tmp; ProcessId: 5294"
"2021-08-25T14:21:34.129Z",6005,"System","CLIENT05","The Event log service was started.",""
"2021-09-26T19:01:27.233Z",6005,"System","EXCH01","The Event log service was started.",""
"2021-03-28T20:11:49.528Z",6006,"System","HR-DESK-01","The Event log service was stopped.",""
"2021-11-11T19:38:22.334Z",6005,"System","HR-DESK-01","The Event log service was started.",""
"2021-03-05T09:11:48.917Z",1,"Sysmon","WEB01","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-8404 --config-7; User: ABYAH\bwilson; ProcessId: 8837"
"2021-10-03T12:01:06.180Z",8,"Sysmon","CLIENT04","Sysmon event 8",""
"2021-05-18T16:40:24.161Z",4634,"Security-Auditing","DEV-02","An account was logged off.","Target: Account Name: LOCAL SERVICE"
"2021-10-17T12:30:45.606Z",1102,"Security-Auditing","DEV-01","Security event 1102 occurred.","Details: Event ID 1102 logged for SYSTEM"
"2021-08-26T00:59:51.379Z",3,"Sysmon","CLIENT05","Network connection detected:","Image: C:\Program Files\Microsoft Edge\msedge.exe; User: ABYAH\bwilson; DestinationIp: 142.250.80.46; DestinationPort: 443; Protocol: tcp"
"2021-03-24T03:58:10.154Z",8,"Sysmon","SQL01","Sysmon event 8",""
"2021-04-14T11:44:37.847Z",6005,"System","CLIENT04","The Event log service was started.",""
"2021-06-27T20:10:23.371Z",1102,"Security-Auditing","TEST-01","Security event 1102 occurred.","Details: Event ID 1102 logged for NETWORK SERVICE"
"2021-12-25T07:32:20.999Z",3,"Sysmon","TEST-01","Network connection detected:","Image: C:\Program Files\Google\Chrome\chrome.exe; User: ABYAH\jdoe; DestinationIp: 10.0.0.1; DestinationPort: 53; Protocol: tcp"
"2021-05-21T11:18:41.578Z",7,"Sysmon","CLIENT02","Image loaded:","Image: C:\Windows\System32\svchost.exe; ImageLoaded: C:\Windows\System32\user32.dll; ProcessId: 3386"
"2021-03-23T14:18:49.650Z",15,"Sysmon","EXCH01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\asmith\Downloads\setup_8.exe:Zone.Identifier"
"2021-04-08T21:18:41.756Z",10,"Sysmon","HR-DESK-01","Sysmon event 10",""
"2021-09-18T12:43:10.939Z",3,"Sysmon","EXCH01","Network connection detected:","Image: C:\Program Files\Google\Chrome\chrome.exe; User: SYSTEM; DestinationIp: 8.8.8.8; DestinationPort: 3389; Protocol: tcp"
"2021-10-26T12:15:52.142Z",4624,"Security-Auditing","SQL01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: SQL01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: john.smith; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.20"
"2021-06-24T17:32:53.248Z",3,"Sysmon","CLIENT01","Network connection detected:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; User: WORKGROUP\User2; DestinationIp: 10.0.0.1; DestinationPort: 443; Protocol: tcp"
"2021-12-26T20:47:06.627Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: lnguyen; Computer: Computer Name: DC02"
"2021-05-17T02:53:27.453Z",6013,"System","DEV-02","The system uptime is 2989875 seconds.",""
"2021-07-02T17:13:52.647Z",6005,"System","CLIENT02","The Event log service was started.",""
"2021-08-23T17:06:00.757Z",11,"Sysmon","EXCH01","File created:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\WORKGROUP\User2\Documents\file_88.tmp; ProcessId: 6251"
"2021-09-17T21:16:55.651Z",4634,"Security-Auditing","IT-DESK-01","An account was logged off.","Target: Account Name: asmith"
"2021-10-17T16:49:09.882Z",15,"Sysmon","HR-DESK-02","FileCreateStreamHash:","Image: C:\Windows\System32\spoolsv.exe; TargetFilename: C:\Users\WORKGROUP\User1\Downloads\setup_1.exe:Zone.Identifier"
"2021-08-04T08:53:28.797Z",6006,"System","APP01","The Event log service was stopped.",""
"2021-12-20T17:47:24.827Z",6013,"System","SQL01","The system uptime is 4338482 seconds.",""
"2021-10-15T05:33:15.343Z",4672,"Security-Auditing","CLIENT01","Special privileges assigned to new logon.","Subject: Account Name: abyah; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-08-01T12:58:52.260Z",4634,"Security-Auditing","TEST-01","An account was logged off.","Target: Account Name: asmith"
"2021-01-23T18:35:59.317Z",10,"Sysmon","DEV-02","Sysmon event 10",""
"2021-03-08T05:56:00.116Z",4634,"Security-Auditing","DC01","An account was logged off.","Target: Account Name: NETWORK SERVICE"
"2021-07-04T01:58:01.620Z",1102,"Security-Auditing","HR-DESK-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\admin"
"2021-01-18T02:52:18.293Z",10,"Sysmon","WEB01","Sysmon event 10",""
"2021-09-10T10:41:15.756Z",4634,"Security-Auditing","CLIENT01","An account was logged off.","Target: Account Name: lnguyen"
"2021-07-26T17:41:08.299Z",10,"Sysmon","CLIENT02","Sysmon event 10",""
"2021-01-01T06:46:49.117Z",6013,"System","WEB01","The system uptime is 7767926 seconds.",""
"2021-06-24T18:24:28.954Z",8,"Sysmon","CLIENT02","Sysmon event 8",""
"2021-11-13T13:17:05.175Z",4624,"Security-Auditing","HR-DESK-02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: HR-DESK-02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: NETWORK SERVICE; New Logon: Authentication Package: NTLM; Network: Source Address: 10.0.0.10"
"2021-12-27T07:18:00.927Z",6006,"System","SQL01","The Event log service was stopped.",""
"2021-10-16T01:33:39.115Z",6006,"System","CLIENT02","The Event log service was stopped.",""
"2021-09-07T09:35:09.486Z",1102,"Security-Auditing","HR-DESK-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\abyah"
"2021-01-17T07:34:27.671Z",6013,"System","IT-DESK-01","The system uptime is 9418414 seconds.",""
"2021-10-03T11:01:23.922Z",4634,"Security-Auditing","DEV-01","An account was logged off.","Target: Account Name: svc_monitor"
"2021-10-15T12:01:44.708Z",4672,"Security-Auditing","SQL01","Special privileges assigned to new logon.","Subject: Account Name: rbrown; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-12-25T11:29:54.746Z",4624,"Security-Auditing","HR-DESK-02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: HR-DESK-02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: LOCAL SERVICE; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.100"
"2021-03-03T14:23:21.622Z",4634,"Security-Auditing","CLIENT05","An account was logged off.","Target: Account Name: john.smith"
"2021-05-23T02:42:47.241Z",4634,"Security-Auditing","IT-DESK-01","An account was logged off.","Target: Account Name: svc_backup"
"2021-02-18T21:51:53.760Z",6013,"System","SQL01","The system uptime is 9351390 seconds.",""
"2021-03-14T08:11:10.244Z",4634,"Security-Auditing","HR-DESK-01","An account was logged off.","Target: Account Name: User2"
"2021-08-02T22:56:58.370Z",8,"Sysmon","SQL01","Sysmon event 8",""
"2021-06-22T09:23:31.953Z",7,"Sysmon","TEST-01","Image loaded:","Image: C:\Program Files\Google\Chrome\chrome.exe; ImageLoaded: C:\Windows\System32\kernel32.dll; ProcessId: 6225"
"2021-03-28T11:31:53.100Z",1102,"Security-Auditing","APP01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-12-11T13:17:03.570Z",1,"Sysmon","CLIENT01","Process Create:","Image: C:\Program Files\Microsoft Edge\msedge.exe; CommandLine: ""C:\Program Files\Microsoft Edge\msedge.exe"" --flag-3812 --config-4; User: ABYAH\admin; ProcessId: 3228"
"2021-09-20T10:56:46.906Z",1100,"Security-Auditing","FILE01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\bwilson"
"2021-11-27T16:11:10.805Z",4624,"Security-Auditing","DEV-02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DEV-02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: LOCAL SERVICE; New Logon: Authentication Package: NTLM; Network: Source Address: 10.0.0.20"
"2021-07-18T11:00:30.167Z",4634,"Security-Auditing","SQL01","An account was logged off.","Target: Account Name: asmith"
"2021-02-04T18:23:00.725Z",6006,"System","DC02","The Event log service was stopped.",""
"2021-03-14T02:47:56.144Z",1100,"Security-Auditing","CLIENT04","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\jdoe"
"2021-04-02T01:29:04.929Z",3,"Sysmon","APP01","Network connection detected:","Image: C:\Windows\System32\svchost.exe; User: WORKGROUP\User1; DestinationIp: 142.250.80.46; DestinationPort: 53; Protocol: tcp"
"2021-10-26T09:35:45.435Z",1,"Sysmon","DEV-02","Process Create:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; CommandLine: ""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" --flag-5801 --config-4; User: LOCAL SERVICE; ProcessId: 3307"
"2021-10-07T13:22:08.709Z",10,"Sysmon","TEST-01","Sysmon event 10",""
"2021-10-26T23:32:59.244Z",1100,"Security-Auditing","SQL01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\jdoe"
"2021-12-25T02:02:16.440Z",3,"Sysmon","EXCH01","Network connection detected:","Image: C:\Windows\System32\winlogon.exe; User: LOCAL SERVICE; DestinationIp: 8.8.8.8; DestinationPort: 443; Protocol: tcp"
"2021-11-06T02:29:57.403Z",1102,"Security-Auditing","CLIENT01","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User2"
"2021-04-11T04:26:33.161Z",6006,"System","DEV-02","The Event log service was stopped.",""
"2021-12-14T14:12:37.661Z",6005,"System","DC02","The Event log service was started.",""
"2021-04-18T09:11:20.919Z",6005,"System","DEV-02","The Event log service was started.",""
"2021-01-11T10:03:28.935Z",6005,"System","TEST-01","The Event log service was started.",""
"2021-08-20T10:22:05.472Z",6005,"System","CLIENT05","The Event log service was started.",""
"2021-10-02T17:59:21.884Z",3,"Sysmon","DC01","Network connection detected:","Image: C:\Windows\System32\spoolsv.exe; User: ABYAH\bwilson; DestinationIp: 10.0.0.1; DestinationPort: 80; Protocol: tcp"
"2021-04-04T02:06:29.897Z",6005,"System","WEB01","The Event log service was started.",""
"2021-03-11T09:45:28.798Z",6013,"System","DC01","The system uptime is 6627429 seconds.",""
"2021-07-23T19:23:58.339Z",4672,"Security-Auditing","DC01","Special privileges assigned to new logon.","Subject: Account Name: bwilson; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-02-22T04:11:28.421Z",6005,"System","DC01","The Event log service was started.",""
"2021-07-25T22:58:03.180Z",10,"Sysmon","FILE01","Sysmon event 10",""
"2021-11-22T21:37:16.550Z",6006,"System","CLIENT05","The Event log service was stopped.",""
"2021-01-27T15:06:48.553Z",10,"Sysmon","CLIENT03","Sysmon event 10",""
"2021-01-12T22:47:37.790Z",15,"Sysmon","TEST-01","FileCreateStreamHash:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\WORKGROUP\User2\Downloads\setup_6.exe:Zone.Identifier"
"2021-05-22T19:13:19.891Z",3,"Sysmon","HR-DESK-01","Network connection detected:","Image: C:\Windows\System32\svchost.exe; User: SYSTEM; DestinationIp: 8.8.8.8; DestinationPort: 443; Protocol: tcp"
"2021-03-02T06:27:02.618Z",10,"Sysmon","CLIENT05","Sysmon event 10",""
"2021-05-21T19:58:06.326Z",15,"Sysmon","TEST-01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\LOCAL SERVICE\Downloads\setup_6.exe:Zone.Identifier"
"2021-04-12T21:36:21.250Z",10,"Sysmon","CLIENT05","Sysmon event 10",""
"2021-07-16T18:36:00.759Z",6013,"System","DC02","The system uptime is 422484 seconds.",""
"2021-09-13T22:28:30.369Z",6013,"System","SQL01","The system uptime is 839687 seconds.",""
"2021-12-07T21:12:36.968Z",3,"Sysmon","APP01","Network connection detected:","Image: C:\Windows\System32\winlogon.exe; User: ABYAH\klee; DestinationIp: 10.0.0.1; DestinationPort: 53; Protocol: tcp"
"2021-07-16T14:24:48.968Z",6006,"System","DC01","The Event log service was stopped.",""
"2021-11-12T00:04:31.317Z",7,"Sysmon","FILE01","Image loaded:","Image: C:\Windows\System32\svchost.exe; ImageLoaded: C:\Windows\System32\advapi32.dll; ProcessId: 6129"
"2021-08-18T08:11:37.162Z",6013,"System","WEB01","The system uptime is 3233483 seconds.",""
"2021-06-28T03:04:00.854Z",10,"Sysmon","CLIENT03","Sysmon event 10",""
"2021-04-01T20:48:34.669Z",10,"Sysmon","CLIENT05","Sysmon event 10",""
"2021-02-03T12:25:28.325Z",10,"Sysmon","APP01","Sysmon event 10",""
"2021-06-25T18:35:50.656Z",10,"Sysmon","IT-DESK-01","Sysmon event 10",""
"2021-05-06T12:02:14.963Z",4672,"Security-Auditing","HR-DESK-02","Special privileges assigned to new logon.","Subject: Account Name: LOCAL SERVICE; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-06-12T16:11:04.361Z",4672,"Security-Auditing","IT-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: SYSTEM; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-01-15T03:05:51.452Z",1100,"Security-Auditing","APP01","Security event 1100 occurred.","Details: Event ID 1100 logged for SYSTEM"
"2021-07-23T05:06:41.914Z",3,"Sysmon","EXCH01","Network connection detected:","Image: C:\Windows\System32\svchost.exe; User: ABYAH\bwilson; DestinationIp: 13.107.42.14; DestinationPort: 443; Protocol: tcp"
"2021-12-01T21:23:36.196Z",1102,"Security-Auditing","DEV-01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\jdoe"
"2021-09-12T10:35:35.183Z",4634,"Security-Auditing","EXCH01","An account was logged off.","Target: Account Name: jane.doe"
"2021-12-23T03:24:35.629Z",7,"Sysmon","FILE01","Image loaded:","Image: C:\Windows\System32\lsass.exe; ImageLoaded: C:\Windows\System32\kernel32.dll; ProcessId: 1824"
"2021-12-20T06:04:35.484Z",15,"Sysmon","TEST-01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; TargetFilename: C:\Users\ABYAH\svc_monitor\Downloads\setup_3.exe:Zone.Identifier"
"2021-06-10T01:42:06.626Z",1100,"Security-Auditing","CLIENT02","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\bwilson"
"2021-03-18T06:39:18.649Z",1100,"Security-Auditing","DC02","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\bwilson"
"2021-05-03T08:17:31.385Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: asmith; Computer: Computer Name: DC02"
"2021-07-12T18:38:45.300Z",11,"Sysmon","SQL01","File created:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\ABYAH\jdoe\Documents\file_90.tmp; ProcessId: 1167"
"2021-11-07T01:17:59.831Z",11,"Sysmon","DC02","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\asmith\Documents\file_90.tmp; ProcessId: 3445"
"2021-06-28T04:44:56.205Z",4672,"Security-Auditing","DEV-01","Special privileges assigned to new logon.","Subject: Account Name: asmith; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
